region,category,language,mother_tongue,most_at_home,most_at_work,lang_known
Vancouver,Non-Official & Non-Aboriginal languages,Burmese,1040,690,20,1385
Victoria,Non-Official & Non-Aboriginal languages,Burmese,35,15,0,0
St. John's,Non-Official & Non-Aboriginal languages,Cantonese,240,110,25,275
Halifax,Non-Official & Non-Aboriginal languages,Cantonese,925,530,60,1250
Moncton,Non-Official & Non-Aboriginal languages,Cantonese,130,85,10,160
Saint John,Non-Official & Non-Aboriginal languages,Cantonese,100,55,10,190
Saguenay,Non-Official & Non-Aboriginal languages,Cantonese,5,5,0,20
Québec,Non-Official & Non-Aboriginal languages,Cantonese,265,170,25,455
Sherbrooke,Non-Official & Non-Aboriginal languages,Cantonese,55,20,0,50
Trois-Rivières,Non-Official & Non-Aboriginal languages,Cantonese,30,20,0,30
Montréal,Non-Official & Non-Aboriginal languages,Cantonese,23450,17330,2615,30500
Kingston,Non-Official & Non-Aboriginal languages,Cantonese,455,220,30,655
Belleville,Non-Official & Non-Aboriginal languages,Cantonese,165,100,15,120
Peterborough,Non-Official & Non-Aboriginal languages,Cantonese,190,80,0,275
Oshawa,Non-Official & Non-Aboriginal languages,Cantonese,1460,810,70,1775
Toronto,Non-Official & Non-Aboriginal languages,Cantonese,247710,182750,25340,306700
Hamilton,Non-Official & Non-Aboriginal languages,Cantonese,3570,2145,195,4470
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Cantonese,1220,740,75,1590
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Cantonese,2200,1165,105,3135
Brantford,Non-Official & Non-Aboriginal languages,Cantonese,220,125,30,300
Guelph,Non-Official & Non-Aboriginal languages,Cantonese,1185,790,25,1525
London,Non-Official & Non-Aboriginal languages,Cantonese,2025,1165,125,2485
Windsor,Non-Official & Non-Aboriginal languages,Cantonese,2015,1350,150,2500
Barrie,Non-Official & Non-Aboriginal languages,Cantonese,385,210,50,605
Greater Sudbury,Non-Official & Non-Aboriginal languages,Cantonese,240,125,35,335
Thunder Bay,Non-Official & Non-Aboriginal languages,Cantonese,175,85,10,230
Winnipeg,Non-Official & Non-Aboriginal languages,Cantonese,6090,4065,635,7755
Regina,Non-Official & Non-Aboriginal languages,Cantonese,1315,820,105,1705
Saskatoon,Non-Official & Non-Aboriginal languages,Cantonese,1870,1215,110,2245
Lethbridge,Non-Official & Non-Aboriginal languages,Cantonese,455,280,30,605
Calgary,Non-Official & Non-Aboriginal languages,Cantonese,34235,22245,2845,43110
Edmonton,Non-Official & Non-Aboriginal languages,Cantonese,22670,14695,1475,28750
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Cantonese,10475,5990,555,13125
Kelowna,Non-Official & Non-Aboriginal languages,Cantonese,515,250,35,565
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Cantonese,560,295,70,725
Vancouver,Non-Official & Non-Aboriginal languages,Cantonese,184365,132185,22890,223700
Victoria,Non-Official & Non-Aboriginal languages,Cantonese,5135,2855,295,5910
St. John's,Aboriginal languages,Carrier,0,0,0,0
Halifax,Aboriginal languages,Carrier,0,0,0,0
Moncton,Aboriginal languages,Carrier,0,0,0,0
Saint John,Aboriginal languages,Carrier,0,0,0,0
Saguenay,Aboriginal languages,Carrier,0,0,0,0
Québec,Aboriginal languages,Carrier,0,0,0,0
Sherbrooke,Aboriginal languages,Carrier,0,0,0,0
Trois-Rivières,Aboriginal languages,Carrier,0,0,0,0
Montréal,Aboriginal languages,Carrier,0,0,0,0
Kingston,Aboriginal languages,Carrier,0,0,0,0
Belleville,Aboriginal languages,Carrier,0,0,0,0
Peterborough,Aboriginal languages,Carrier,0,0,0,0
Oshawa,Aboriginal languages,Carrier,0,0,0,0
Toronto,Aboriginal languages,Carrier,5,0,0,0
Hamilton,Aboriginal languages,Carrier,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Carrier,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Carrier,0,0,0,0
Brantford,Aboriginal languages,Carrier,0,0,0,0
Guelph,Aboriginal languages,Carrier,0,0,0,0
London,Aboriginal languages,Carrier,0,0,0,0
Windsor,Aboriginal languages,Carrier,0,0,0,0
Barrie,Aboriginal languages,Carrier,0,0,0,0
Greater Sudbury,Aboriginal languages,Carrier,0,0,0,0
Thunder Bay,Aboriginal languages,Carrier,0,0,0,0
Winnipeg,Aboriginal languages,Carrier,0,0,0,0
Regina,Aboriginal languages,Carrier,0,0,0,0
Saskatoon,Aboriginal languages,Carrier,0,0,0,0
Lethbridge,Aboriginal languages,Carrier,0,0,0,0
Calgary,Aboriginal languages,Carrier,0,0,0,0
Edmonton,Aboriginal languages,Carrier,5,5,0,30
Ottawa - Gatineau,Aboriginal languages,Carrier,0,0,0,0
Kelowna,Aboriginal languages,Carrier,5,0,0,10
Abbotsford - Mission,Aboriginal languages,Carrier,0,0,0,0
Vancouver,Aboriginal languages,Carrier,35,5,0,45
Victoria,Aboriginal languages,Carrier,5,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Catalan,5,0,0,10
Halifax,Non-Official & Non-Aboriginal languages,Catalan,10,5,0,20
Moncton,Non-Official & Non-Aboriginal languages,Catalan,0,5,0,0
Saint John,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Catalan,15,10,0,90
Sherbrooke,Non-Official & Non-Aboriginal languages,Catalan,15,10,0,35
Trois-Rivières,Non-Official & Non-Aboriginal languages,Catalan,5,5,0,0
Montréal,Non-Official & Non-Aboriginal languages,Catalan,260,90,10,695
Kingston,Non-Official & Non-Aboriginal languages,Catalan,15,10,0,20
Belleville,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Catalan,5,0,0,0
Toronto,Non-Official & Non-Aboriginal languages,Catalan,165,80,10,320
Hamilton,Non-Official & Non-Aboriginal languages,Catalan,20,10,0,25
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Catalan,5,5,0,20
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Catalan,15,10,0,20
Brantford,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,10
London,Non-Official & Non-Aboriginal languages,Catalan,15,5,0,20
Windsor,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,10
Barrie,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Catalan,5,0,0,15
Regina,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Saskatoon,Non-Official & Non-Aboriginal languages,Catalan,5,0,0,0
Lethbridge,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Catalan,45,20,0,85
Edmonton,Non-Official & Non-Aboriginal languages,Catalan,25,10,0,75
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Catalan,40,20,0,95
Kelowna,Non-Official & Non-Aboriginal languages,Catalan,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Catalan,5,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,Catalan,125,60,0,245
Victoria,Non-Official & Non-Aboriginal languages,Catalan,5,0,0,55
St. John's,Aboriginal languages,Cayuga,0,0,0,0
Halifax,Aboriginal languages,Cayuga,0,0,0,0
Moncton,Aboriginal languages,Cayuga,0,0,0,0
Saint John,Aboriginal languages,Cayuga,0,0,0,0
Saguenay,Aboriginal languages,Cayuga,0,0,0,0
Québec,Aboriginal languages,Cayuga,0,0,0,0
Sherbrooke,Aboriginal languages,Cayuga,0,0,0,0
Trois-Rivières,Aboriginal languages,Cayuga,0,0,0,0
Montréal,Aboriginal languages,Cayuga,0,0,0,0
Kingston,Aboriginal languages,Cayuga,0,0,0,0
Belleville,Aboriginal languages,Cayuga,0,0,0,0
Peterborough,Aboriginal languages,Cayuga,0,0,0,0
Oshawa,Aboriginal languages,Cayuga,0,0,0,0
Toronto,Aboriginal languages,Cayuga,0,0,0,0
Hamilton,Aboriginal languages,Cayuga,15,0,0,40
St. Catharines - Niagara,Aboriginal languages,Cayuga,5,0,0,20
Kitchener - Cambridge - Waterloo,Aboriginal languages,Cayuga,0,0,0,0
Brantford,Aboriginal languages,Cayuga,5,0,0,40
Guelph,Aboriginal languages,Cayuga,0,0,0,0
London,Aboriginal languages,Cayuga,0,0,0,0
Windsor,Aboriginal languages,Cayuga,0,0,0,0
Barrie,Aboriginal languages,Cayuga,0,0,0,0
Greater Sudbury,Aboriginal languages,Cayuga,0,0,0,0
Thunder Bay,Aboriginal languages,Cayuga,0,0,0,0
Winnipeg,Aboriginal languages,Cayuga,0,0,0,0
Regina,Aboriginal languages,Cayuga,0,0,0,0
Saskatoon,Aboriginal languages,Cayuga,0,0,0,0
Lethbridge,Aboriginal languages,Cayuga,0,0,0,0
Calgary,Aboriginal languages,Cayuga,0,0,0,0
Edmonton,Aboriginal languages,Cayuga,0,0,0,0
Ottawa - Gatineau,Aboriginal languages,Cayuga,5,0,0,0
Kelowna,Aboriginal languages,Cayuga,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Cayuga,0,0,0,0
Vancouver,Aboriginal languages,Cayuga,0,0,0,0
Victoria,Aboriginal languages,Cayuga,0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Cebuano,25,5,0,65
Halifax,Non-Official & Non-Aboriginal languages,Cebuano,110,50,0,110
Moncton,Non-Official & Non-Aboriginal languages,Cebuano,10,0,0,40
Saint John,Non-Official & Non-Aboriginal languages,Cebuano,15,10,0,15
Saguenay,Non-Official & Non-Aboriginal languages,Cebuano,5,0,0,10
Québec,Non-Official & Non-Aboriginal languages,Cebuano,25,0,0,25
Sherbrooke,Non-Official & Non-Aboriginal languages,Cebuano,10,0,0,20
Trois-Rivières,Non-Official & Non-Aboriginal languages,Cebuano,0,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,Cebuano,765,215,0,920
Kingston,Non-Official & Non-Aboriginal languages,Cebuano,25,5,0,20
Belleville,Non-Official & Non-Aboriginal languages,Cebuano,15,5,0,10
Peterborough,Non-Official & Non-Aboriginal languages,Cebuano,45,25,0,35
Oshawa,Non-Official & Non-Aboriginal languages,Cebuano,85,25,0,220
Toronto,Non-Official & Non-Aboriginal languages,Cebuano,5080,1880,25,7350
Hamilton,Non-Official & Non-Aboriginal languages,Cebuano,250,100,0,280
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Cebuano,90,30,0,115
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Cebuano,110,20,0,95
Brantford,Non-Official & Non-Aboriginal languages,Cebuano,20,0,0,40
Guelph,Non-Official & Non-Aboriginal languages,Cebuano,85,30,0,120
London,Non-Official & Non-Aboriginal languages,Cebuano,85,20,0,135
Windsor,Non-Official & Non-Aboriginal languages,Cebuano,80,35,0,160
Barrie,Non-Official & Non-Aboriginal languages,Cebuano,35,5,0,45
Greater Sudbury,Non-Official & Non-Aboriginal languages,Cebuano,10,0,0,40
Thunder Bay,Non-Official & Non-Aboriginal languages,Cebuano,15,0,0,15
Winnipeg,Non-Official & Non-Aboriginal languages,Cebuano,935,345,0,1220
Regina,Non-Official & Non-Aboriginal languages,Cebuano,485,210,10,785
Saskatoon,Non-Official & Non-Aboriginal languages,Cebuano,530,200,0,705
Lethbridge,Non-Official & Non-Aboriginal languages,Cebuano,60,45,0,125
Calgary,Non-Official & Non-Aboriginal languages,Cebuano,2015,865,0,2825
Edmonton,Non-Official & Non-Aboriginal languages,Cebuano,1945,810,0,2505
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Cebuano,390,125,0,600
Kelowna,Non-Official & Non-Aboriginal languages,Cebuano,70,20,10,70
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Cebuano,55,15,0,100
Vancouver,Non-Official & Non-Aboriginal languages,Cebuano,3210,1085,10,4185
Victoria,Non-Official & Non-Aboriginal languages,Cebuano,240,60,0,370
St. John's,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,40
Halifax,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,5,0,115
Moncton,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",65,15,0,215
Kingston,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,5,0,15
Belleville,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,15
Oshawa,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,50
Toronto,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",140,25,10,1025
Hamilton,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",10,0,0,90
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,60
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",10,0,0,25
Brantford,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,10
London,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,50
Windsor,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,15
Barrie,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,5,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,10
Winnipeg,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0,0,20
Regina,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",10,0,0,25
Saskatoon,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",10,0,0,30
Lethbridge,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,10
Calgary,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",20,5,0,190
Edmonton,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",35,5,0,185
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",15,5,0,165
Kelowna,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,10
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",0,0,0,0
Vancouver,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",65,5,0,685
Victoria,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",10,0,0,35
St. John's,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,15,10,0,10
Kingston,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,10,5,0,20
Toronto,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,1845,1095,10,2215
Hamilton,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,245,155,0,350
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,35,25,0,45
Brantford,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
London,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,210,120,0,255
Windsor,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,2405,1500,25,3240
Barrie,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,10,0,0,10
Greater Sudbury,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Regina,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Saskatoon,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,150,115,0,195
Lethbridge,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,85,75,0,115
Edmonton,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,40,15,0,20
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,10,5,0,0
Kelowna,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,0,5,0,15
Vancouver,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,435,305,0,550
Victoria,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,5,0,0,0
St. John's,Aboriginal languages,Chilcotin,0,0,0,0
Halifax,Aboriginal languages,Chilcotin,0,0,0,0
Moncton,Aboriginal languages,Chilcotin,0,0,0,0
Saint John,Aboriginal languages,Chilcotin,0,0,0,0
Saguenay,Aboriginal languages,Chilcotin,0,0,0,0
Québec,Aboriginal languages,Chilcotin,0,0,0,0
Sherbrooke,Aboriginal languages,Chilcotin,0,0,0,0
Trois-Rivières,Aboriginal languages,Chilcotin,0,0,0,0
Montréal,Aboriginal languages,Chilcotin,0,0,0,0
Kingston,Aboriginal languages,Chilcotin,0,0,0,0
Belleville,Aboriginal languages,Chilcotin,0,0,0,0
Peterborough,Aboriginal languages,Chilcotin,0,0,0,0
Oshawa,Aboriginal languages,Chilcotin,0,0,0,0
Toronto,Aboriginal languages,Chilcotin,0,0,0,0
Hamilton,Aboriginal languages,Chilcotin,0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Chilcotin,0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Chilcotin,0,0,0,0
Brantford,Aboriginal languages,Chilcotin,0,0,0,0
Guelph,Aboriginal languages,Chilcotin,0,0,0,0
London,Aboriginal languages,Chilcotin,0,0,0,0
Windsor,Aboriginal languages,Chilcotin,0,0,0,0
Barrie,Aboriginal languages,Chilcotin,0,0,0,0
Greater Sudbury,Aboriginal languages,Chilcotin,0,0,0,0
Thunder Bay,Aboriginal languages,Chilcotin,0,0,0,0
Winnipeg,Aboriginal languages,Chilcotin,0,0,0,0
Regina,Aboriginal languages,Chilcotin,0,0,0,0
Saskatoon,Aboriginal languages,Chilcotin,0,0,0,0
Lethbridge,Aboriginal languages,Chilcotin,0,0,0,0
Calgary,Aboriginal languages,Chilcotin,0,0,0,10
Edmonton,Aboriginal languages,Chilcotin,5,0,0,10
Ottawa - Gatineau,Aboriginal languages,Chilcotin,0,0,0,0
Kelowna,Aboriginal languages,Chilcotin,5,0,0,30
Abbotsford - Mission,Aboriginal languages,Chilcotin,0,0,0,0
Vancouver,Aboriginal languages,Chilcotin,25,0,0,0
Victoria,Aboriginal languages,Chilcotin,5,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",5,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",10,0,0,0
Moncton,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,10
Saguenay,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",5,0,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,0
Montréal,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",80,40,0,90
Kingston,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",0,0,0,0
