region,category,language,mother_tongue,most_at_home,most_at_work,lang_known
Brantford,Non-Official & Non-Aboriginal languages,Ilocano,20,5,0,45
Guelph,Non-Official & Non-Aboriginal languages,Ilocano,45,5,0,55
London,Non-Official & Non-Aboriginal languages,Ilocano,170,55,0,235
Windsor,Non-Official & Non-Aboriginal languages,Ilocano,70,15,0,140
Barrie,Non-Official & Non-Aboriginal languages,Ilocano,65,25,0,50
Greater Sudbury,Non-Official & Non-Aboriginal languages,Ilocano,20,0,0,35
Thunder Bay,Non-Official & Non-Aboriginal languages,Ilocano,5,0,0,10
Winnipeg,Non-Official & Non-Aboriginal languages,Ilocano,1285,370,0,1810
Regina,Non-Official & Non-Aboriginal languages,Ilocano,335,100,0,405
Saskatoon,Non-Official & Non-Aboriginal languages,Ilocano,250,65,10,250
Lethbridge,Non-Official & Non-Aboriginal languages,Ilocano,30,15,0,60
Calgary,Non-Official & Non-Aboriginal languages,Ilocano,2595,1025,15,3690
Edmonton,Non-Official & Non-Aboriginal languages,Ilocano,1845,605,15,2415
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Ilocano,585,230,0,715
Kelowna,Non-Official & Non-Aboriginal languages,Ilocano,70,15,0,70
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Ilocano,55,15,0,45
Vancouver,Non-Official & Non-Aboriginal languages,Ilocano,4605,1465,30,5670
Victoria,Non-Official & Non-Aboriginal languages,Ilocano,190,60,0,280
St. John's,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",30,20,0,70
Halifax,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",25,5,0,60
Moncton,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",95,90,0,200
Sherbrooke,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,5,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",330,145,0,620
Kingston,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",15,5,0,10
Belleville,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,10
Oshawa,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",30,10,0,85
Toronto,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",1920,770,10,3515
Hamilton,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",105,70,10,170
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",35,10,0,65
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",210,105,0,320
Brantford,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",25,10,0,25
London,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",30,10,0,55
Windsor,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",40,20,0,95
Barrie,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",10,10,0,30
Greater Sudbury,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",5,0,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",5,5,0,20
Winnipeg,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",95,45,0,205
Regina,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",100,60,0,95
Saskatoon,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",150,80,0,135
Lethbridge,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",5,5,0,0
Calgary,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",955,505,10,1170
Edmonton,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",280,115,0,475
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",100,25,0,205
Kelowna,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",5,0,0,10
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",20,10,0,50
Vancouver,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",340,175,0,755
Victoria,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",25,10,0,80
St. John's,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Halifax,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Moncton,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Saint John,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Saguenay,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Québec,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Sherbrooke,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Trois-Rivières,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Montréal,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Kingston,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Belleville,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Peterborough,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Oshawa,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Toronto,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Hamilton,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
St. Catharines - Niagara,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Brantford,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Guelph,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
London,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Windsor,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Barrie,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Greater Sudbury,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Thunder Bay,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Winnipeg,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,10
Regina,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Saskatoon,Aboriginal languages,Inuinnaqtun (Inuvialuktun),5,0,0,0
Lethbridge,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Calgary,Aboriginal languages,Inuinnaqtun (Inuvialuktun),5,0,0,20
Edmonton,Aboriginal languages,Inuinnaqtun (Inuvialuktun),10,0,0,10
Ottawa - Gatineau,Aboriginal languages,Inuinnaqtun (Inuvialuktun),5,0,0,10
Kelowna,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Abbotsford - Mission,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
Vancouver,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,10
Victoria,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0,0,0
St. John's,Aboriginal languages,"Inuit languages, n.i.e.",10,0,0,10
Halifax,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,0
Moncton,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Saint John,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,10
Saguenay,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Québec,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Sherbrooke,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Trois-Rivières,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Montréal,Aboriginal languages,"Inuit languages, n.i.e.",35,10,0,45
Kingston,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,0
Belleville,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Peterborough,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Oshawa,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Toronto,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,10
Hamilton,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,0
St. Catharines - Niagara,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Kitchener - Cambridge - Waterloo,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Brantford,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Guelph,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,10
London,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,0
Windsor,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Barrie,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,0
Greater Sudbury,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,0
Thunder Bay,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Winnipeg,Aboriginal languages,"Inuit languages, n.i.e.",10,5,0,0
Regina,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Saskatoon,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Lethbridge,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Calgary,Aboriginal languages,"Inuit languages, n.i.e.",10,5,0,10
Edmonton,Aboriginal languages,"Inuit languages, n.i.e.",20,5,0,25
Ottawa - Gatineau,Aboriginal languages,"Inuit languages, n.i.e.",30,15,0,45
Kelowna,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,10
Abbotsford - Mission,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
Vancouver,Aboriginal languages,"Inuit languages, n.i.e.",5,0,0,10
Victoria,Aboriginal languages,"Inuit languages, n.i.e.",0,0,0,0
St. John's,Aboriginal languages,Inuktitut,20,0,0,70
Halifax,Aboriginal languages,Inuktitut,10,0,0,10
Moncton,Aboriginal languages,Inuktitut,5,0,0,10
Saint John,Aboriginal languages,Inuktitut,0,0,0,0
Saguenay,Aboriginal languages,Inuktitut,5,0,0,0
Québec,Aboriginal languages,Inuktitut,15,5,0,55
Sherbrooke,Aboriginal languages,Inuktitut,0,0,0,0
Trois-Rivières,Aboriginal languages,Inuktitut,0,0,0,0
Montréal,Aboriginal languages,Inuktitut,225,70,30,410
Kingston,Aboriginal languages,Inuktitut,0,0,0,0
Belleville,Aboriginal languages,Inuktitut,0,0,0,0
Peterborough,Aboriginal languages,Inuktitut,0,0,0,0
Oshawa,Aboriginal languages,Inuktitut,5,5,0,0
Toronto,Aboriginal languages,Inuktitut,30,10,0,15
Hamilton,Aboriginal languages,Inuktitut,0,0,0,10
St. Catharines - Niagara,Aboriginal languages,Inuktitut,0,0,0,10
Kitchener - Cambridge - Waterloo,Aboriginal languages,Inuktitut,5,0,0,0
Brantford,Aboriginal languages,Inuktitut,0,0,0,0
Guelph,Aboriginal languages,Inuktitut,0,0,0,0
London,Aboriginal languages,Inuktitut,0,0,0,10
Windsor,Aboriginal languages,Inuktitut,0,0,0,0
Barrie,Aboriginal languages,Inuktitut,0,0,0,20
Greater Sudbury,Aboriginal languages,Inuktitut,0,0,0,0
Thunder Bay,Aboriginal languages,Inuktitut,0,0,0,0
Winnipeg,Aboriginal languages,Inuktitut,40,10,10,45
Regina,Aboriginal languages,Inuktitut,5,0,0,0
Saskatoon,Aboriginal languages,Inuktitut,5,0,0,0
Lethbridge,Aboriginal languages,Inuktitut,5,0,0,0
Calgary,Aboriginal languages,Inuktitut,10,0,0,10
Edmonton,Aboriginal languages,Inuktitut,40,5,0,30
Ottawa - Gatineau,Aboriginal languages,Inuktitut,330,120,25,550
Kelowna,Aboriginal languages,Inuktitut,0,0,0,0
Abbotsford - Mission,Aboriginal languages,Inuktitut,0,0,0,0
Vancouver,Aboriginal languages,Inuktitut,15,0,0,45
Victoria,Aboriginal languages,Inuktitut,5,0,0,0
St. John's,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Halifax,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Moncton,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Saint John,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Saguenay,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Québec,Aboriginal languages,"Iroquoian languages, n.i.e.",5,0,0,35
Sherbrooke,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Trois-Rivières,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Montréal,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,10
Kingston,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Belleville,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Peterborough,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Oshawa,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Toronto,Aboriginal languages,"Iroquoian languages, n.i.e.",5,0,0,0
Hamilton,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
St. Catharines - Niagara,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,10
Kitchener - Cambridge - Waterloo,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Brantford,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Guelph,Aboriginal languages,"Iroquoian languages, n.i.e.",5,0,0,0
London,Aboriginal languages,"Iroquoian languages, n.i.e.",5,0,0,10
Windsor,Aboriginal languages,"Iroquoian languages, n.i.e.",5,0,0,0
Barrie,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,10
Greater Sudbury,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Thunder Bay,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Winnipeg,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Regina,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Saskatoon,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Lethbridge,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Calgary,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Edmonton,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Ottawa - Gatineau,Aboriginal languages,"Iroquoian languages, n.i.e.",10,0,0,0
Kelowna,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Abbotsford - Mission,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Vancouver,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
Victoria,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0,0,0
St. John's,Non-Official & Non-Aboriginal languages,Italian,80,15,0,245
Halifax,Non-Official & Non-Aboriginal languages,Italian,550,130,0,1225
Moncton,Non-Official & Non-Aboriginal languages,Italian,160,35,0,305
Saint John,Non-Official & Non-Aboriginal languages,Italian,95,25,0,135
Saguenay,Non-Official & Non-Aboriginal languages,Italian,35,0,0,170
Québec,Non-Official & Non-Aboriginal languages,Italian,620,120,0,3125
Sherbrooke,Non-Official & Non-Aboriginal languages,Italian,195,40,0,720
Trois-Rivières,Non-Official & Non-Aboriginal languages,Italian,50,10,0,360
Montréal,Non-Official & Non-Aboriginal languages,Italian,101230,32365,565,161770
Kingston,Non-Official & Non-Aboriginal languages,Italian,625,145,0,1110
Belleville,Non-Official & Non-Aboriginal languages,Italian,245,65,0,405
Peterborough,Non-Official & Non-Aboriginal languages,Italian,355,60,0,490
Oshawa,Non-Official & Non-Aboriginal languages,Italian,3720,895,10,5395
Toronto,Non-Official & Non-Aboriginal languages,Italian,151415,51815,775,220425
Hamilton,Non-Official & Non-Aboriginal languages,Italian,17685,5100,25,24305
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Italian,10185,2825,30,13540
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Italian,1905,365,0,3115
Brantford,Non-Official & Non-Aboriginal languages,Italian,1310,335,0,1730
Guelph,Non-Official & Non-Aboriginal languages,Italian,2510,670,0,3435
London,Non-Official & Non-Aboriginal languages,Italian,3310,800,0,5085
Windsor,Non-Official & Non-Aboriginal languages,Italian,8615,2650,10,11315
Barrie,Non-Official & Non-Aboriginal languages,Italian,2015,345,10,2945
Greater Sudbury,Non-Official & Non-Aboriginal languages,Italian,2395,700,10,3345
Thunder Bay,Non-Official & Non-Aboriginal languages,Italian,2905,805,0,3800
Winnipeg,Non-Official & Non-Aboriginal languages,Italian,3600,1005,10,4970
Regina,Non-Official & Non-Aboriginal languages,Italian,385,95,0,565
Saskatoon,Non-Official & Non-Aboriginal languages,Italian,210,45,0,525
Lethbridge,Non-Official & Non-Aboriginal languages,Italian,270,55,10,375
Calgary,Non-Official & Non-Aboriginal languages,Italian,5430,1270,10,9560
Edmonton,Non-Official & Non-Aboriginal languages,Italian,4915,1405,15,8385
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Italian,9575,2575,40,17415
Kelowna,Non-Official & Non-Aboriginal languages,Italian,890,155,0,1520
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Italian,265,30,0,590
Vancouver,Non-Official & Non-Aboriginal languages,Italian,15445,3950,85,25610
Victoria,Non-Official & Non-Aboriginal languages,Italian,1045,160,10,2270
St. John's,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,0,0,20
Halifax,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,0,0,45
Moncton,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,0,0,25
Sherbrooke,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,20
Trois-Rivières,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,10
Montréal,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",95,30,0,340
Kingston,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,5,0,35
Belleville,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,25
Oshawa,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,0,0,25
Toronto,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",225,70,10,660
Hamilton,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",30,0,0,95
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",20,5,0,60
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,25
Brantford,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,0,0,15
London,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,0,0,45
Windsor,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",35,15,0,30
Barrie,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,5,0,40
Greater Sudbury,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",15,5,0,35
Thunder Bay,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,5,0,15
Winnipeg,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,5,0,45
Regina,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,0,0,10
Saskatoon,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,10
Lethbridge,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",0,0,0,10
Calgary,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,0,0,70
Edmonton,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",15,5,0,95
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",30,5,0,130
Kelowna,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,0,0,20
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",5,0,0,10
Vancouver,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",60,10,0,215
Victoria,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,0,0,55
St. John's,Non-Official & Non-Aboriginal languages,Japanese,40,15,0,125
Halifax,Non-Official & Non-Aboriginal languages,Japanese,250,85,20,635
Moncton,Non-Official & Non-Aboriginal languages,Japanese,35,15,0,140
Saint John,Non-Official & Non-Aboriginal languages,Japanese,15,0,0,90
Saguenay,Non-Official & Non-Aboriginal languages,Japanese,5,5,0,20
Québec,Non-Official & Non-Aboriginal languages,Japanese,165,60,10,555
Sherbrooke,Non-Official & Non-Aboriginal languages,Japanese,45,20,0,170
Trois-Rivières,Non-Official & Non-Aboriginal languages,Japanese,15,10,0,90
Montréal,Non-Official & Non-Aboriginal languages,Japanese,2065,875,220,5465
Kingston,Non-Official & Non-Aboriginal languages,Japanese,110,40,10,180
Belleville,Non-Official & Non-Aboriginal languages,Japanese,30,10,0,85
Peterborough,Non-Official & Non-Aboriginal languages,Japanese,30,10,0,105
Oshawa,Non-Official & Non-Aboriginal languages,Japanese,115,50,0,240
Toronto,Non-Official & Non-Aboriginal languages,Japanese,9650,4550,775,17460
Hamilton,Non-Official & Non-Aboriginal languages,Japanese,410,105,50,890
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Japanese,320,150,40,505
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Japanese,420,240,15,845
Brantford,Non-Official & Non-Aboriginal languages,Japanese,50,40,10,65
Guelph,Non-Official & Non-Aboriginal languages,Japanese,130,60,10,225
London,Non-Official & Non-Aboriginal languages,Japanese,240,90,10,760
Windsor,Non-Official & Non-Aboriginal languages,Japanese,80,30,0,230
Barrie,Non-Official & Non-Aboriginal languages,Japanese,100,45,10,225
Greater Sudbury,Non-Official & Non-Aboriginal languages,Japanese,25,5,0,70
Thunder Bay,Non-Official & Non-Aboriginal languages,Japanese,35,5,10,60
Winnipeg,Non-Official & Non-Aboriginal languages,Japanese,490,160,10,1040
Regina,Non-Official & Non-Aboriginal languages,Japanese,95,35,0,415
Saskatoon,Non-Official & Non-Aboriginal languages,Japanese,150,55,0,555
Lethbridge,Non-Official & Non-Aboriginal languages,Japanese,380,140,0,540
Calgary,Non-Official & Non-Aboriginal languages,Japanese,2420,1105,90,4405
Edmonton,Non-Official & Non-Aboriginal languages,Japanese,1055,480,35,2540
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Japanese,1115,435,55,2800
Kelowna,Non-Official & Non-Aboriginal languages,Japanese,415,140,15,790
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Japanese,240,105,10,620
Vancouver,Non-Official & Non-Aboriginal languages,Japanese,16900,8230,1545,28630
Victoria,Non-Official & Non-Aboriginal languages,Japanese,1445,500,80,2815
St. John's,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Halifax,Non-Official & Non-Aboriginal languages,Kabyle,5,0,0,30
Moncton,Non-Official & Non-Aboriginal languages,Kabyle,10,0,0,40
Saint John,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Saguenay,Non-Official & Non-Aboriginal languages,Kabyle,15,10,0,10
Québec,Non-Official & Non-Aboriginal languages,Kabyle,390,160,0,505
Sherbrooke,Non-Official & Non-Aboriginal languages,Kabyle,100,30,0,165
Trois-Rivières,Non-Official & Non-Aboriginal languages,Kabyle,30,10,0,55
Montréal,Non-Official & Non-Aboriginal languages,Kabyle,11320,4605,15,14590
Kingston,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Belleville,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Peterborough,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Oshawa,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Toronto,Non-Official & Non-Aboriginal languages,Kabyle,105,30,0,75
Hamilton,Non-Official & Non-Aboriginal languages,Kabyle,5,0,0,0
St. Catharines - Niagara,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Kitchener - Cambridge - Waterloo,Non-Official & Non-Aboriginal languages,Kabyle,20,15,0,0
Brantford,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Guelph,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
London,Non-Official & Non-Aboriginal languages,Kabyle,10,0,0,10
Windsor,Non-Official & Non-Aboriginal languages,Kabyle,10,5,0,0
Barrie,Non-Official & Non-Aboriginal languages,Kabyle,5,5,0,0
Greater Sudbury,Non-Official & Non-Aboriginal languages,Kabyle,10,10,0,0
Thunder Bay,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Winnipeg,Non-Official & Non-Aboriginal languages,Kabyle,30,15,0,50
Regina,Non-Official & Non-Aboriginal languages,Kabyle,5,0,0,0
Saskatoon,Non-Official & Non-Aboriginal languages,Kabyle,0,5,0,0
Lethbridge,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Calgary,Non-Official & Non-Aboriginal languages,Kabyle,65,30,0,105
Edmonton,Non-Official & Non-Aboriginal languages,Kabyle,75,50,0,85
Ottawa - Gatineau,Non-Official & Non-Aboriginal languages,Kabyle,615,380,0,920
Kelowna,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,0
Abbotsford - Mission,Non-Official & Non-Aboriginal languages,Kabyle,0,0,0,10
Vancouver,Non-Official & Non-Aboriginal languages,Kabyle,35,20,0,60
Victoria,Non-Official & Non-Aboriginal languages,Kabyle,5,5,0,0
St. John's,Non-Official & Non-Aboriginal languages,Kannada,10,0,0,35
Halifax,Non-Official & Non-Aboriginal languages,Kannada,30,10,0,75
Moncton,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,0
Saint John,Non-Official & Non-Aboriginal languages,Kannada,5,0,0,30
Saguenay,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,0
Québec,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,0
Sherbrooke,Non-Official & Non-Aboriginal languages,Kannada,5,5,0,0
Trois-Rivières,Non-Official & Non-Aboriginal languages,Kannada,0,0,0,0
